2,3,8,13,17,25,26,31,32,33,49,57,58,63,72,75,78,83,92,99
13,15,21,23,28,29,30,33,34,35,43,44,58,66,69,71,76,84,90,94
23,34,35,36,41,42,46,50,54,55,56,64,69,73,79,81,82,88,93,98
9,18,19,21,24,32,47,51,56,69,73,74,76,77,79,85,86,88,94,97
8,11,13,22,24,36,37,39,42,47,57,67,75,78,79,81,83,87,90,97
7,17,19,21,27,29,34,37,51,56,59,63,65,76,78,83,88,89,91,93
2,16,29,30,34,35,36,40,46,47,49,51,60,75,76,83,84,89,90,95
7,9,16,20,25,39,40,46,51,53,55,69,78,79,80,82,84,91,92,93
1,8,17,22,37,38,39,48,51,52,57,66,70,80,81,89,91,94,95,97
5,8,19,24,26,28,29,30,32,47,54,61,65,67,74,80,82,83,85,92
1,5,6,13,23,27,37,47,56,57,59,62,66,74,79,80,82,85,89,93
0,1,8,9,11,13,30,33,40,49,62,65,67,76,80,83,91,94,97,98
6,7,9,22,28,32,34,35,38,45,53,56,66,67,80,84,85,88,96,99
1,4,6,7,12,13,17,18,21,23,26,28,29,32,42,56,60,76,81,90
1,4,9,12,23,33,38,39,54,60,67,68,70,71,74,76,79,86,92,99
4,5,29,30,40,41,48,49,50,54,56,65,66,75,78,82,89,92,97,98
0,2,7,9,14,16,23,27,36,38,44,47,52,63,76,84,89,93,94,98
13,15,16,18,20,21,25,34,37,44,45,60,70,71,72,78,79,82,83,90
4,14,22,27,30,35,38,39,40,44,50,56,57,74,76,84,85,86,97,99
8,9,10,13,18,19,24,31,33,38,45,49,50,51,62,67,70,80,82,83
2,3,7,9,14,25,30,31,38,47,51,52,55,57,58,62,72,88,91,95
1,7,8,11,18,20,26,36,37,41,48,52,60,66,70,74,78,85,86,91
1,9,18,19,20,21,27,38,50,54,59,62,67,68,77,80,81,90,97,98
0,7,8,9,20,21,26,32,33,47,48,51,56,60,64,66,68,71,83,87
3,11,14,24,26,28,37,49,57,63,67,71,76,78,79,82,88,90,91,93
6,7,8,21,28,33,35,45,49,52,60,63,71,79,85,88,91,92,93,97
3,4,14,16,22,26,32,34,39,40,47,50,56,59,73,75,76,87,89,99
1,2,19,22,23,24,25,27,31,39,45,56,68,71,72,75,84,85,90,93
2,7,9,15,18,21,25,52,57,68,69,73,77,78,85,89,91,92,93,97
1,13,14,17,18,36,37,38,41,44,46,56,66,71,73,81,82,83,92,95
1,2,3,7,8,19,25,28,29,33,47,55,62,63,64,73,75,81,82,94
8,22,25,27,34,38,40,46,50,60,61,67,69,73,80,85,86,90,93,94
2,7,8,19,32,34,38,40,47,50,57,65,70,71,77,89,91,93,95,98
3,6,9,12,27,37,41,46,53,58,63,64,67,69,71,74,85,88,94,98
7,17,27,29,32,35,42,43,51,54,56,58,64,69,71,72,78,82,86,96
5,7,13,21,22,27,35,49,50,51,52,57,61,63,65,68,81,82,94,95
1,2,10,24,42,43,45,47,53,55,58,65,68,71,72,78,85,90,92,94
1,3,6,10,14,15,21,23,24,35,42,45,51,58,68,73,77,82,87,96
1,3,4,18,26,29,41,46,47,53,56,60,62,69,70,73,81,82,85,88
0,3,22,29,30,31,37,40,56,63,66,68,73,75,77,78,85,86,88,89
2,3,7,8,15,29,30,31,36,45,46,52,62,74,75,79,83,85,89,97
8,16,17,18,22,23,32,35,40,41,45,46,49,53,58,61,74,87,88,89
0,2,4,11,18,23,24,25,30,31,32,48,51,52,53,63,66,74,78,98
3,6,10,14,17,24,25,27,33,35,53,54,61,67,69,70,77,86,91,93
3,10,11,12,18,22,28,38,41,47,52,55,62,65,66,67,68,81,96,99
3,6,10,14,17,24,25,27,33,35,53,54,61,67,69,70,77,86,91,93
5,16,19,28,30,34,37,39,40,49,56,57,68,69,70,71,77,83,89,96
0,2,3,4,17,21,22,27,29,33,37,45,67,68,71,75,79,93,94,99
4,8,18,25,26,28,30,35,37,39,55,58,65,71,73,84,91,93,94,99
0,2,11,22,30,32,33,45,46,49,50,51,62,70,71,80,85,94,95,98
4,7,17,18,20,32,40,44,45,46,51,52,56,61,66,73,79,81,85,92
3,5,6,17,25,34,36,48,49,50,54,76,77,84,87,89,91,92,93,97
0,3,6,23,28,30,35,44,46,48,52,55,65,67,70,71,77,82,90,92
7,8,9,17,20,23,26,41,47,52,57,60,66,67,76,83,84,92,98,99
2,3,13,23,24,37,41,46,50,56,59,63,66,71,72,79,81,83,91,94
0,8,10,16,18,19,25,27,42,56,58,59,61,66,74,75,81,84,86,98
1,4,14,15,16,21,23,35,41,45,46,48,51,53,58,74,78,85,89,97
4,6,10,13,16,19,25,32,33,38,48,51,52,55,70,74,81,82,84,99
1,12,16,22,46,54,56,63,72,74,76,77,78,82,86,88,91,93,95,97
0,7,9,11,14,23,27,28,29,38,39,46,48,57,59,70,74,75,89,91
1,4,6,15,16,19,29,32,36,42,46,47,53,56,58,61,62,77,79,92
1,6,11,21,25,28,29,33,39,45,46,51,61,67,70,79,85,88,95,99
7,10,14,18,22,24,29,35,40,41,45,50,54,57,65,82,87,88,90,94
3,8,9,11,20,29,30,32,35,37,44,62,66,68,69,76,81,82,85,88
7,12,15,22,26,28,32,36,37,45,55,58,61,73,77,89,93,95,97,99
1,30,32,41,46,47,51,56,58,64,66,67,75,78,84,86,91,92,97,99
0,3,9,11,12,27,28,30,32,36,38,39,46,55,70,71,75,93,95,96
1,7,9,13,29,30,37,39,43,50,52,56,62,65,72,79,83,94,95,99
4,15,19,28,33,36,38,39,40,43,46,50,55,58,66,70,75,79,85,89
0,5,9,10,14,16,19,21,26,29,39,53,55,64,73,77,88,92,94,96
1,17,18,23,31,35,41,43,52,53,54,56,58,61,63,69,84,87,91,95
2,3,5,6,14,17,23,28,31,34,48,51,59,60,80,88,89,92,95,97
1,9,11,12,13,17,18,20,23,24,40,44,45,50,54,59,69,74,88,99
2,11,24,29,36,37,44,48,52,53,58,60,61,68,69,73,77,85,90,98
8,10,12,20,23,33,39,51,56,61,66,70,71,72,74,77,80,84,86,93
19,20,22,31,33,34,38,41,45,47,48,50,52,54,64,68,74,91,93,99
15,17,19,22,25,28,34,40,44,45,48,52,77,83,84,87,90,93,97,98
5,11,12,13,24,26,32,33,41,43,58,66,70,75,79,81,87,90,96,99
2,12,14,28,29,31,36,40,41,43,49,53,60,63,74,83,84,86,92,98
1,4,5,6,24,25,27,30,33,36,39,46,49,53,63,68,73,79,81,93
0,5,8,10,15,18,25,30,36,37,38,50,51,53,54,66,67,69,75,81
4,5,11,12,14,21,36,44,53,54,59,61,63,66,69,72,77,80,88,94
1,4,14,15,16,18,23,24,31,45,48,61,64,65,71,75,76,82,83,99
2,9,11,16,21,22,23,33,35,40,42,43,56,67,68,71,80,81,86,91
0,6,8,13,34,38,42,46,47,51,57,63,68,72,74,75,78,80,81,98
0,2,11,22,42,46,50,51,54,58,61,67,69,72,80,84,85,87,89,97
2,8,16,17,21,28,29,34,35,36,37,38,46,50,53,54,62,77,86,99
1,2,6,22,23,24,31,32,33,40,49,55,72,78,79,86,90,91,94,97
5,17,23,35,42,46,49,50,51,59,61,64,65,76,80,81,86,87,94,95
0,6,11,12,19,29,30,31,42,51,54,63,64,71,73,80,84,86,87,92
4,16,18,23,29,45,47,56,59,61,63,66,73,75,79,82,86,87,89,92
0,2,4,6,8,20,36,41,42,44,45,47,50,53,55,60,68,69,76,85
